,Pos,Club,Country,07/08,08/09,09/10,10/11,11/12,Pts,NA
23,24,HSV  Hamburger SV  Hamburg,GER,16.000,22.000,18.000,-,-,56.0,15.037
32,33,BL  Bayer 04 Leverkusen  Leverkusen,GER,16.000,-,-,13.000,16.000,45.0,15.037
36,37,STU  VfB Stuttgart  Stuttgart,GER,5.000,8.000,17.000,10.000,-,40.0,15.037
53,54,WOL  VfL Wolfsburg  Wolfsburg,GER,-,10.000,16.000,-,-,26.0,15.037
64,65,HAN  Hannover 96  Hannover,GER,-,-,-,-,16.000,16.0,15.037
65,66,BVB  Borussia Dortmund  Dortmund,GER,-,2.000,-,7.000,7.000,16.0,15.037
70,71,HER  Hertha BSC Berlin  Hertha,GER,-,5.000,8.000,-,-,13.0,15.037
86,87,NÜR  1. FC Nürnberg  Nürnberg,GER,8.000,-,-,-,-,8.0,15.037
110,111,MAI  1. FSV Mainz 05  Mainz,GER,-,-,-,-,1.000,1.0,15.037
6,7,INT  FC Internazionale Milano  Inter,ITA,14.000,11.000,31.000,19.000,18.000,93.0,11.996
11,12,ACM  AC Milan  Milan,ITA,14.000,12.000,16.000,16.000,20.000,78.0,11.996
25,26,ASR  AS Roma  Roma,ITA,17.000,14.000,9.000,16.000,1.500,57.5,11.996
29,30,FIO  ACF Fiorentina  Fiorentina,ITA,21.000,9.000,21.000,-,-,51.0,11.996
42,43,JUV  Juventus  Juventus,ITA,-,14.000,15.000,6.000,-,35.0,11.996
55,56,NAP  SSC Napoli  Napoli,ITA,-,2.000,-,7.000,19.000,28.0,11.996
57,58,UDI  Udinese Calcio  Udinese,ITA,-,15.000,-,-,12.000,27.0,11.996
66,67,LAZ  SS Lazio  Lazio,ITA,7.000,-,4.000,-,7.000,18.0,11.996
74,75,SAM  UC Sampdoria  Sampdoria,ITA,2.000,9.000,-,4.000,-,15.0,11.996
93,94,PAL  US Città di Palermo  Palermo,ITA,2.000,-,-,5.000,1.000,8.0,11.996
103,104,GEN  Genoa CFC  Genoa,ITA,-,-,5.000,-,-,5.0,11.996
119,120,EMP  Empoli FC  Empoli,ITA,2.000,-,-,-,-,2.0,11.996
9,10,OL  Olympique Lyonnais  Lyon,FRA,12.000,13.000,25.000,17.000,17.000,84.0,10.835
14,15,OM  Olympique de Marseille  Marseille,FRA,12.000,12.000,14.000,18.000,19.000,75.0,10.835
33,34,BOR  FC Girondins de Bordeaux  Bordeaux,FRA,12.000,9.000,27.000,-,-,48.0,10.835
47,48,PAR  Paris Saint-Germain  Paris,FRA,-,16.000,-,12.000,7.000,35.0,10.835
58,59,LIL  LOSC Lille  LOSC,FRA,-,-,12.000,7.000,9.000,28.0,10.835
76,77,STE  AS Saint-Étienne  St-Étienne,FRA,-,15.000,-,-,-,15.0,10.835
94,95,REN  Stade Rennais FC  Rennes,FRA,4.000,2.000,-,-,3.000,9.0,10.835
95,96,TOU  Toulouse FC  Toulouse,FRA,4.000,-,5.000,-,-,9.0,10.835
101,102,NAN  AS Nancy-Lorraine  Nancy,FRA,-,7.000,-,-,-,7.0,10.835
105,106,AJA  AJ Auxerre  Auxerre,FRA,-,-,-,6.000,-,6.0,10.835
115,116,SOC  FC Sochaux-Montbéliard  Sochaux,FRA,2.000,-,-,-,1.500,3.5,10.835
134,135,GUI  EA Guingamp  Guingamp,FRA,-,-,1.500,-,-,1.5,10.835
139,140,MON  Montpellier Hérault SC  Montpellier,FRA,-,-,-,1.000,-,1.0,10.835
140,141,LEN  RC Lens  Lens,FRA,1.000,-,-,-,-,1.0,10.835
