,Pos,Club,Country,12/13,13/14,14/15,15/16,16/17,Pts,NA
75,76,EIN  Eintracht Frankfurt  Frankfurt,GER,-,12.000,-,-,-,12.0,15.899
80,81,STU  VfB Stuttgart  Stuttgart,GER,9.000,1.500,-,-,-,10.5,15.899
83,84,HAN  Hannover 96  Hannover,GER,10.000,-,-,-,-,10.0,15.899
85,86,MAI  1. FSV Mainz 05  Mainz,GER,-,-,1.000,-,7.000,8.0,15.899
89,90,AUG  FC Augsburg  Augsburg,GER,-,-,-,7.000,-,7.0,15.899
95,96,FRE  SC Freiburg  Freiburg,GER,-,5.000,-,-,-,5.0,15.899
113,114,HER  Hertha BSC Berlin  Hertha,GER,-,-,-,-,1.000,1.0,15.899
4,5,JUV  Juventus  Juventus,ITA,23.000,23.000,29.000,18.000,33.000,126.0,14.666
16,17,NAP  SSC Napoli  Napoli,ITA,6.000,16.000,22.000,13.000,17.000,74.0,14.666
23,24,FIO  ACF Fiorentina  Fiorentina,ITA,-,15.000,20.000,8.000,11.000,54.0,14.666
32,33,LAZ  SS Lazio  Lazio,ITA,18.000,10.000,-,14.000,-,42.0,14.666
36,37,ASR  AS Roma  Roma,ITA,-,-,12.000,14.000,13.000,39.0,14.666
40,41,ACM  AC Milan  Milan,ITA,17.000,16.000,-,-,-,33.0,14.666
44,45,INT  FC Internazionale Milano  Inter,ITA,14.000,-,12.000,-,4.000,30.0,14.666
76,77,TOR  Torino FC  Torino,ITA,-,-,13.000,-,-,13.0,14.666
101,102,UDI  Udinese Calcio  Udinese,ITA,3.000,1.500,-,-,-,4.5,14.666
102,103,US Sassuolo Calcio  Sassuolo,ITA,-,-,-,-,4.000,4.0,14.666
122,123,SAM  UC Sampdoria  Sampdoria,ITA,-,-,-,1.000,-,1.0,14.666
5,6,PAR  Paris Saint-Germain  Paris,FRA,25.000,25.000,21.000,24.000,20.000,115.0,11.333
22,23,OL  Olympique Lyonnais  Lyon,FRA,12.000,15.000,1.500,7.000,22.000,57.5,11.333
28,29,MON  AS Monaco FC  Monaco,FRA,-,-,21.000,5.000,25.000,51.0,11.333
57,58,STE  AS Saint-Étienne  St-Étienne,FRA,-,1.500,5.000,9.000,9.000,24.5,11.333
69,70,BOR  FC Girondins de Bordeaux  Bordeaux,FRA,12.000,2.000,-,4.000,-,18.0,11.333
74,75,OM  Olympique de Marseille  Marseille,FRA,4.000,4.000,-,9.000,-,17.0,11.333
91,92,LIL  LOSC Lille  LOSC,FRA,6.000,-,4.000,-,1.000,11.0,11.333
98,99,GUI  EA Guingamp  Guingamp,FRA,-,-,9.000,-,-,9.0,11.333
109,110,MON  Montpellier Hérault SC  Montpellier,FRA,6.000,-,-,-,-,6.0,11.333
116,117,NIC  OGC Nice  Nice,FRA,-,1.500,-,-,4.000,5.5,11.333
