,posX,posY,Age,Mins,Tackles,Inter,KeyP,Goals,Assists,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,Rating,CurrentPts,Pts,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating
3023,2.0,1.0,18,2234,2.4,1.1,1.3,3,5,1.4,1.8,52.1,86.5,0.9,1.1,0.0,7.52,36.0,136.0,714.0,2.3,1.3,0,3,1.1,56.5,89.2,7.8
3024,1.0,3.0,30,1502,1.4,0.5,1.2,11,5,1.1,1.6,33.7,82.5,0.2,0.9,0.1,7.5,18.0,85.0,360.0,2.3,0.3,0,1,1.3,30.8,84.6,6.85
3025,1.0,3.0,23,2203,1.2,0.5,1.7,12,10,0.8,1.7,33.1,82.3,0.4,0.6,0.1,7.49,36.0,136.0,766.0,2.1,0.5,9,2,1.2,36.3,85.1,7.75
3026,0.0,2.0,28,1772,1.9,1.9,0.8,3,0,0.8,1.2,74.9,90.5,0.1,6.2,0.0,7.47,36.0,136.0,823.0,3.4,2.3,0,2,1.5,83.2,91.0,7.76
3027,0.0,4.0,18,1063,0.3,0.3,0.6,13,2,0.8,1.7,15.3,71.3,0.1,0.1,0.1,7.45,18.0,85.0,180.0,1.5,1.0,2,0,0.0,16.0,75.0,7.38
3028,0.0,2.0,24,706,1.1,0.2,0.5,0,0,0.2,0.6,26.5,85.6,0.1,1.6,0.1,6.32,5.0,6.0,119.0,1.7,1.0,0,0,0.3,21.0,84.1,6.07
3029,0.0,1.0,20,1217,1.0,0.8,0.6,0,0,0.8,0.9,37.7,89.8,0.0,1.9,0.0,6.35,5.0,6.0,527.0,1.0,2.0,0,0,1.0,46.8,86.1,6.93
3030,1.0,3.0,22,844,0.9,0.3,1.3,1,4,1.6,0.9,20.4,76.9,1.1,0.8,0.1,6.43,5.0,6.0,372.0,1.8,0.5,0,0,1.3,23.7,77.5,6.67
3031,1.0,0.0,19,665,1.0,1.2,0.1,0,0,0.3,0.3,48.9,85.9,0.0,3.1,0.0,6.54,5.0,6.0,267.0,1.3,0.7,0,0,0.3,46.3,83.5,6.38
3032,1.0,3.0,23,821,1.0,0.2,0.6,2,1,0.7,0.8,13.1,76.4,0.3,0.4,0.0,6.53,5.0,6.0,277.0,0.7,0.8,0,0,0.2,13.0,69.2,6.34
3033,1.5,1.0,25,1108,2.3,1.2,0.4,0,0,0.4,0.7,33.3,81.4,0.3,0.9,0.0,6.57,5.0,6.0,180.0,5.0,1.5,0,0,0.0,34.5,72.5,6.64
3034,2.0,0.0,20,660,1.0,0.6,0.7,0,0,0.5,0.7,32.8,92.1,0.6,0.3,0.0,6.56,31.0,113.0,90.0,0.0,2.0,0,0,1.0,43.0,86.0,6.78
3035,2.0,3.0,32,602,0.4,0.1,0.7,4,1,0.1,1.5,9.5,84.2,0.1,0.2,0.0,6.56,31.0,113.0,130.0,0.7,0.0,1,0,0.0,7.7,87.0,6.43
3036,2.0,3.0,32,964,0.2,0.0,0.4,7,0,0.5,1.2,10.3,80.1,0.1,0.6,0.0,6.58,5.0,6.0,207.0,0.0,0.0,1,0,0.0,8.8,62.9,6.46
3037,1.0,3.0,22,1197,0.9,0.4,0.7,1,2,0.3,1.0,18.3,79.8,0.2,0.8,0.0,6.58,23.0,83.0,241.0,1.6,0.6,1,0,0.4,15.4,72.7,6.73
3038,0.0,1.0,24,807,1.3,0.9,0.3,0,1,0.1,0.2,54.9,93.4,0.0,3.4,0.0,6.61,31.0,113.0,371.0,1.3,0.8,0,0,0.7,54.7,91.8,6.93
3039,2.0,1.0,28,702,1.8,0.8,0.2,0,0,0.3,1.4,27.8,81.5,0.2,0.8,0.0,6.6,23.0,83.0,73.0,2.0,1.0,0,0,0.0,37.0,75.7,6.53
3040,0.0,0.0,35,2206,0.8,1.1,0.2,1,1,0.1,0.3,58.8,86.7,0.0,3.2,0.0,6.68,5.0,6.0,360.0,1.8,0.8,0,0,0.3,45.0,89.4,6.25
3041,1.5,1.0,30,450,3.6,1.4,0.4,0,0,0.4,0.6,50.0,75.2,1.4,1.8,0.0,6.69,5.0,6.0,90.0,5.0,2.0,0,0,0.0,30.0,63.3,6.53
3042,0.0,0.0,23,1531,0.9,0.6,0.2,1,0,0.1,0.2,73.8,89.9,0.0,4.8,0.0,6.69,23.0,83.0,391.0,0.5,1.2,1,0,0.3,39.7,89.5,6.93
3043,2.0,0.0,19,1420,1.6,1.2,0.9,0,1,0.2,1.0,33.6,83.0,0.9,1.1,0.0,6.69,5.0,6.0,270.0,1.3,0.3,0,0,1.0,36.0,79.6,6.28
3044,1.5,1.0,23,821,2.0,0.7,0.7,0,0,0.8,1.2,50.1,87.5,0.2,2.1,0.0,6.7,23.0,83.0,392.0,1.4,2.2,0,0,0.4,47.8,87.9,7.04
3045,1.5,1.0,23,1064,1.8,1.1,0.7,0,1,0.3,0.8,37.6,83.1,0.6,1.7,0.0,6.69,23.0,83.0,142.0,0.6,0.4,0,0,0.4,12.8,64.1,6.4
3046,1.5,2.0,27,1165,0.6,0.5,0.9,4,3,0.5,1.5,29.4,82.7,0.3,0.6,0.2,6.73,31.0,113.0,408.0,0.9,0.1,2,2,0.9,16.2,81.5,6.77
3047,1.5,1.0,22,480,1.4,0.1,0.3,1,0,0.1,0.1,54.6,93.2,0.1,1.9,0.0,6.71,31.0,113.0,376.0,2.8,0.6,0,0,0.0,37.6,79.8,6.76
3048,0.0,1.0,19,570,3.0,1.1,0.8,0,0,0.9,2.4,47.6,86.4,0.1,1.6,0.0,6.73,23.0,83.0,270.0,2.3,2.0,0,0,0.7,25.0,85.3,6.7
3049,2.0,1.0,22,2070,2.3,1.1,0.7,0,2,0.8,1.3,46.0,79.4,0.4,2.7,0.0,6.73,5.0,6.0,540.0,1.8,1.8,0,0,1.8,40.0,75.8,6.26
3050,2.0,1.0,24,1339,2.0,1.1,0.8,0,0,0.3,1.3,46.7,82.7,0.4,2.3,0.0,6.79,23.0,83.0,759.0,0.7,0.6,0,2,0.9,42.1,75.7,6.67
3051,2.0,1.0,26,856,1.6,1.3,0.1,1,0,1.1,1.0,42.1,90.8,0.3,0.5,0.0,6.78,31.0,113.0,201.0,1.3,1.5,0,0,0.0,28.3,86.7,6.78
3052,0.5,0.5,23,2133,0.7,0.8,0.1,0,1,0.1,0.3,64.1,94.0,0.0,3.3,0.0,6.77,23.0,83.0,781.0,1.0,0.8,0,0,0.4,43.1,89.4,6.51
3053,1.0,3.0,23,1942,0.5,0.6,1.4,1,4,1.7,1.9,29.3,82.8,0.6,1.3,0.1,6.82,5.0,6.0,280.0,0.7,0.5,0,2,1.7,18.3,80.9,6.61
3054,1.0,3.0,21,2075,0.5,0.2,1.1,3,6,1.7,2.6,23.6,78.2,0.1,0.7,0.2,6.85,5.0,6.0,240.0,0.3,0.0,1,0,2.3,18.3,80.8,6.67
3055,1.0,3.0,21,790,0.7,0.5,0.8,2,1,1.6,1.6,28.6,87.3,0.2,0.6,0.0,6.83,23.0,83.0,325.0,0.6,0.0,0,0,1.1,20.3,88.9,6.65
3056,1.0,1.0,27,1817,2.0,2.1,1.0,0,6,1.0,1.2,52.6,85.8,0.1,3.5,0.0,6.86,23.0,83.0,460.0,1.1,1.8,0,0,0.6,34.8,84.2,6.59
3057,1.0,0.0,23,1203,1.3,0.6,0.3,0,1,0.2,0.9,64.6,92.6,0.1,3.1,0.0,6.88,31.0,113.0,109.0,0.7,0.0,0,0,0.0,26.7,90.0,6.47
3058,0.0,2.0,29,547,2.4,0.8,1.0,1,1,0.3,0.9,58.6,93.0,0.3,1.3,0.0,6.87,31.0,113.0,326.0,0.7,1.3,0,0,0.5,31.7,87.9,6.72
3059,2.0,3.0,26,538,0.6,0.6,1.3,2,1,1.6,1.6,21.6,80.9,0.8,1.0,0.0,6.87,23.0,83.0,287.0,0.3,0.0,0,0,0.5,15.3,75.4,6.5
3060,1.0,3.0,30,452,1.3,0.1,0.7,3,1,0.8,1.7,11.4,80.6,0.0,0.0,0.0,6.93,31.0,113.0,127.0,0.3,0.2,1,0,0.5,8.0,77.1,6.38
3061,0.0,1.0,22,1762,2.4,1.3,0.4,2,2,0.4,1.3,38.9,84.9,0.1,1.7,0.0,6.9,23.0,83.0,604.0,3.0,1.1,1,1,0.3,38.6,83.0,6.86
3062,0.0,0.0,21,2087,1.7,0.9,0.1,1,0,0.3,0.4,61.8,82.2,0.0,3.7,0.0,6.93,5.0,6.0,540.0,2.0,2.2,0,0,0.0,44.2,75.8,6.5
3063,1.0,3.0,25,685,1.2,0.9,1.1,0,4,1.0,1.2,42.5,90.0,0.4,0.8,0.3,6.93,31.0,113.0,66.0,0.0,0.2,0,0,0.2,10.6,88.7,6.3
3064,2.0,3.0,23,1254,1.2,0.9,1.1,1,3,1.1,1.9,21.4,82.2,0.8,1.1,0.0,6.95,23.0,83.0,229.0,0.4,0.2,1,0,0.8,20.8,78.8,6.79
3065,2.0,1.0,27,1244,1.7,1.1,1.2,0,2,0.3,0.6,47.2,85.3,0.7,2.3,0.0,6.95,31.0,113.0,450.0,2.0,2.2,1,0,0.6,50.2,81.7,7.08
3066,0.0,0.0,32,1505,1.6,1.3,0.1,0,0,0.1,0.1,68.6,85.3,0.0,4.1,0.0,6.98,23.0,83.0,724.0,0.8,1.1,0,0,0.1,37.6,82.2,6.74
3067,2.0,2.0,22,1330,1.4,1.0,1.3,4,3,1.0,1.2,26.3,75.8,1.0,0.6,0.0,6.98,23.0,83.0,550.0,1.0,1.0,1,1,0.5,24.1,76.2,6.5
3068,0.0,0.0,34,1576,1.3,1.2,0.0,0,0,0.1,0.2,71.2,95.5,0.0,3.2,0.0,6.97,31.0,113.0,810.0,1.3,1.4,0,0,0.1,68.4,91.4,7.0
3069,0.0,0.0,23,1224,2.1,1.3,0.1,0,0,0.1,0.3,69.4,95.0,0.0,1.8,0.0,7.0,31.0,113.0,900.0,2.2,1.5,0,0,0.0,66.2,91.2,7.08
3070,0.0,0.0,17,452,0.3,0.5,0.5,2,0,0.3,0.5,56.5,91.4,0.0,1.8,0.0,7.03,31.0,113.0,77.0,1.5,1.0,0,0,0.5,22.0,95.5,6.63
3071,1.0,2.0,20,1963,1.1,0.5,1.0,3,4,1.5,2.1,42.1,85.7,0.2,1.3,0.1,7.02,23.0,83.0,715.0,1.8,0.6,1,4,1.4,37.6,80.4,7.55
3072,1.5,1.0,30,832,2.5,2.4,1.1,0,1,0.3,0.5,58.8,83.8,0.7,3.9,0.0,7.02,23.0,83.0,508.0,1.3,1.7,0,0,0.3,34.0,81.9,6.89
3073,0.0,4.0,22,2189,0.4,0.2,0.8,16,2,2.1,3.5,16.0,70.1,0.0,0.3,0.1,7.06,23.0,83.0,622.0,0.3,0.4,2,0,0.6,12.7,67.7,6.6
3074,1.5,1.0,26,1390,2.3,0.6,0.8,0,4,0.8,1.0,55.3,91.0,0.2,0.4,0.0,7.05,31.0,113.0,875.0,1.7,1.2,2,2,1.0,45.2,89.6,7.47
3075,1.5,1.0,28,2055,2.7,2.3,0.6,2,1,0.8,0.7,46.8,79.0,0.1,1.7,0.0,7.11,5.0,6.0,406.0,3.6,2.2,0,2,1.8,37.0,81.1,7.27
3076,1.0,2.0,21,1482,1.5,0.8,1.8,3,1,1.7,2.4,47.0,86.7,1.1,2.4,0.0,7.13,5.0,6.0,121.0,0.4,0.8,0,0,0.4,12.4,72.6,6.16
3077,0.5,0.5,25,1474,2.1,1.3,0.2,3,1,0.5,0.4,68.3,93.4,0.0,3.8,0.1,7.19,31.0,113.0,970.0,2.0,1.5,2,0,0.2,65.1,86.3,7.28
3078,0.0,4.0,26,1268,0.2,0.1,0.6,12,2,0.2,0.8,8.5,86.4,0.1,0.2,0.0,7.15,31.0,113.0,480.0,0.1,0.0,5,0,0.4,10.9,73.7,7.06
3079,0.0,4.0,20,2289,0.3,0.4,0.8,13,4,1.4,2.7,12.7,61.4,0.2,0.1,0.0,7.14,5.0,6.0,450.0,0.4,0.6,2,0,1.4,15.8,75.9,6.74
3080,0.0,2.0,29,1655,3.3,1.7,1.2,1,2,0.7,1.3,78.3,92.7,0.1,2.1,0.1,7.33,31.0,113.0,568.0,2.9,1.7,0,1,0.4,59.4,90.9,6.88
3081,0.0,2.0,26,1482,2.7,1.0,1.4,0,5,1.1,0.7,85.5,92.5,0.3,3.3,0.3,7.32,31.0,113.0,587.0,2.4,0.4,0,0,1.1,66.8,92.8,6.96
3082,1.0,3.0,27,1322,0.8,0.3,2.6,13,6,3.1,4.9,58.4,80.6,0.8,2.9,0.9,8.58,31.0,113.0,585.0,1.0,0.3,3,4,2.3,46.6,74.5,8.17
3083,2.0,3.0,20,1516,0.4,0.2,2.0,18,5,1.3,2.4,30.1,80.4,0.4,0.5,0.1,8.14,31.0,113.0,653.0,0.4,0.1,5,5,1.3,24.4,85.2,7.43
3084,1.0,3.0,31,2005,0.7,0.4,3.0,8,14,1.1,2.0,41.3,78.5,1.6,2.3,0.5,7.75,31.0,113.0,750.0,1.0,0.4,3,6,2.2,34.3,82.2,7.73
3085,1.0,3.0,25,1022,0.3,0.2,1.9,9,2,1.5,2.7,33.8,78.8,0.8,1.2,0.2,7.59,23.0,83.0,595.0,0.4,0.1,6,0,1.6,27.5,77.7,7.17
3086,0.0,2.0,23,515,0.8,0.3,0.2,1,1,0.4,0.6,14.4,86.1,0.0,0.3,0.0,6.35,26.0,113.0,277.0,0.8,0.3,0,0,1.0,31.5,86.8,6.46
3087,1.0,2.0,28,553,0.5,0.1,1.4,0,2,0.5,0.9,28.5,87.2,0.5,0.9,0.1,6.39,24.0,101.0,156.0,0.2,0.6,0,0,0.6,18.0,76.7,6.18
3088,1.0,0.0,23,590,0.4,0.6,0.1,0,0,0.4,0.3,79.4,89.7,0.0,5.6,0.0,6.48,24.0,101.0,270.0,1.3,1.7,0,1,0.3,73.7,84.6,7.72
3089,1.5,1.0,34,1062,1.0,0.5,0.5,0,1,0.5,0.5,33.0,85.6,0.4,1.1,0.0,6.48,24.0,101.0,363.0,2.3,1.3,0,0,0.3,38.7,79.3,6.69
3090,0.0,4.0,33,747,0.2,0.3,0.4,4,0,0.4,1.0,12.9,70.3,0.1,0.1,0.0,6.52,33.0,98.0,256.0,0.3,0.3,6,0,0.1,8.9,76.1,6.8
3091,1.0,2.5,32,510,0.1,0.3,0.9,1,2,0.7,0.8,31.8,85.7,0.4,0.7,0.1,6.54,26.0,113.0,61.0,0.0,0.0,0,0,1.0,28.0,92.9,5.08
3092,0.0,2.5,19,1178,0.7,0.8,0.5,1,2,1.3,0.9,40.3,92.2,0.0,0.9,0.0,6.58,24.0,101.0,406.0,1.2,1.4,1,2,0.8,50.0,88.8,7.37
3093,0.0,1.0,31,1102,1.3,1.1,0.4,0,0,0.4,0.7,50.8,90.3,0.1,2.7,0.0,6.58,26.0,113.0,222.0,1.3,1.0,0,0,0.0,53.3,88.7,6.53
3094,0.5,0.5,25,797,1.0,0.9,0.1,1,0,0.1,0.2,75.1,93.1,0.0,1.4,0.0,6.57,35.0,125.0,180.0,1.5,1.5,0,0,0.0,66.5,92.5,7.14
3095,0.0,2.0,25,524,1.1,0.9,0.6,0,0,0.8,1.4,35.6,87.9,0.1,0.7,0.1,6.59,24.0,101.0,145.0,0.5,1.0,0,0,0.8,20.5,86.6,6.41
3096,1.0,2.0,29,2947,0.6,0.7,0.6,2,0,0.7,1.0,46.2,92.7,0.0,1.2,0.0,6.62,24.0,101.0,720.0,0.8,1.0,0,0,0.1,41.3,90.6,6.63
3097,2.0,3.0,22,914,1.0,0.0,0.7,3,1,0.6,1.4,19.2,81.3,0.1,0.1,0.0,6.61,26.0,113.0,33.0,0.0,0.0,1,0,0.5,5.0,80.0,6.48
3098,1.0,3.0,21,1522,0.7,0.1,0.7,4,3,1.0,2.0,28.4,84.9,0.0,0.4,0.0,6.6,33.0,98.0,787.0,1.4,0.8,1,2,1.1,30.9,83.8,7.09
3099,1.3333333333333333,1.0,25,955,1.0,0.4,0.4,2,1,0.4,1.2,42.5,83.9,0.3,1.1,0.0,6.63,35.0,125.0,78.0,1.0,2.0,0,0,2.0,69.0,94.2,7.05
3100,1.0,3.0,32,559,0.3,0.2,0.6,4,1,0.9,1.3,14.3,80.7,0.1,0.2,0.0,6.64,35.0,125.0,147.0,0.1,0.0,2,0,0.0,3.1,77.3,6.25
3101,2.0,3.0,33,1372,0.5,0.2,0.5,10,3,0.4,1.2,12.9,77.4,0.0,0.5,0.1,6.67,26.0,113.0,207.0,0.3,0.0,0,0,0.3,14.0,82.1,6.42
3102,0.0,4.0,22,1036,0.3,0.2,0.4,6,1,0.3,1.5,9.3,72.7,0.0,0.1,0.0,6.7,33.0,98.0,233.0,0.0,0.2,1,1,0.2,9.6,79.2,6.67
3103,1.0,0.0,25,2586,0.8,1.1,0.2,1,1,0.1,0.3,64.3,89.8,0.0,2.1,0.0,6.69,26.0,113.0,393.0,0.8,0.6,0,0,0.0,41.2,87.4,6.38
3104,0.0,0.0,20,803,2.1,1.3,0.1,0,0,0.3,0.4,64.9,88.7,0.0,1.7,0.0,6.72,24.0,101.0,321.0,1.5,1.5,0,0,0.0,50.0,84.0,6.78
3105,0.0,0.0,19,661,0.7,0.7,0.2,0,0,0.0,0.0,56.0,87.3,0.0,2.1,0.1,6.71,24.0,101.0,333.0,0.7,0.8,0,0,0.0,38.3,87.0,6.55
3106,1.0,2.0,27,1180,0.6,0.4,1.5,2,3,0.7,1.3,29.0,79.1,0.5,1.1,0.0,6.71,33.0,98.0,345.0,0.9,0.4,2,0,0.9,19.6,78.1,6.73
3107,1.0,2.0,19,1060,1.0,0.3,1.4,2,3,0.7,0.6,25.0,86.1,0.7,1.2,0.0,6.73,33.0,98.0,340.0,0.7,0.6,2,0,0.4,19.4,84.6,6.88
3108,2.0,3.0,18,1826,0.4,0.2,0.5,7,2,0.9,1.1,23.0,85.0,0.2,0.8,0.1,6.72,26.0,113.0,209.0,0.0,0.2,1,1,0.2,14.8,85.1,6.77
3109,1.0,3.0,21,1738,0.7,0.4,0.9,4,2,1.1,2.5,24.5,82.9,0.2,0.4,0.0,6.74,33.0,98.0,420.0,0.6,0.3,2,2,1.0,16.0,79.4,6.89
3110,2.0,3.0,20,1306,0.5,0.1,0.8,7,2,0.9,1.0,16.9,85.2,0.1,0.4,0.0,6.76,35.0,125.0,360.0,0.7,0.5,4,0,1.2,11.3,80.9,7.36
3111,1.5,1.0,30,1947,1.2,0.6,0.3,1,1,0.7,0.7,72.2,90.2,0.1,3.7,0.0,6.77,35.0,125.0,982.0,2.1,1.3,0,0,0.3,70.1,88.5,7.05
3112,1.0,0.0,26,1343,0.8,0.7,0.3,0,0,0.1,0.5,79.6,91.1,0.0,2.9,0.0,6.76,35.0,125.0,277.0,0.5,1.0,0,0,0.0,76.8,94.1,6.87
3113,0.0,0.5,24,1375,0.6,1.2,0.4,0,0,0.1,0.5,67.1,91.3,0.0,3.1,0.1,6.8,33.0,98.0,591.0,0.4,1.4,0,0,0.0,57.4,88.6,6.83
3114,0.5,0.5,35,1185,1.5,1.1,0.7,0,2,0.2,0.3,48.3,87.2,0.0,2.2,0.0,6.81,35.0,125.0,342.0,1.3,1.0,0,0,0.7,37.9,89.1,6.59
3115,1.0,3.0,24,2608,0.6,0.2,1.0,6,8,0.8,2.5,22.3,78.8,0.3,0.2,0.0,6.81,33.0,98.0,816.0,0.5,0.5,4,2,0.5,19.3,78.0,6.86
3116,0.5,0.5,26,2565,1.9,1.5,0.1,0,0,0.2,0.6,70.3,90.3,0.0,3.3,0.0,6.82,24.0,101.0,555.0,2.4,1.6,0,0,0.1,50.4,87.8,7.07
3117,0.5,1.0,29,1708,1.1,1.6,0.7,1,1,0.2,0.3,86.4,87.3,0.2,4.0,0.1,6.82,24.0,101.0,365.0,0.2,1.2,0,0,1.0,48.8,87.0,6.66
3118,1.5,1.0,23,1474,1.3,1.2,0.8,0,0,0.3,0.8,68.4,89.8,0.3,1.5,0.0,6.84,35.0,125.0,585.0,1.3,0.4,0,1,0.2,65.7,89.7,6.82
3119,2.0,3.0,24,1488,0.1,0.0,0.8,4,3,1.7,2.3,21.9,84.4,0.0,0.2,0.0,6.84,26.0,113.0,429.0,0.0,0.6,2,1,0.6,31.4,79.0,7.34
3120,0.0,1.0,29,2146,2.6,2.0,0.7,0,2,0.5,1.6,51.0,86.5,0.0,2.3,0.0,6.86,33.0,98.0,708.0,0.8,1.1,0,1,0.7,32.0,86.3,6.86
3121,1.0,2.0,26,1820,1.7,0.6,0.8,0,1,0.9,1.0,65.3,90.8,0.0,3.5,0.1,6.84,33.0,98.0,605.0,1.3,0.7,0,1,0.7,46.1,89.2,6.87
3122,2.0,1.0,26,3386,1.2,0.6,1.7,1,7,0.3,1.1,70.5,84.4,1.6,2.1,0.0,6.88,24.0,101.0,754.0,0.6,0.6,0,0,1.3,54.3,80.3,6.74
3123,0.0,1.0,28,2014,2.0,1.4,0.9,7,1,0.5,0.7,63.7,89.2,0.1,2.7,0.1,6.88,33.0,98.0,1031.0,2.2,2.2,1,1,0.8,62.3,88.5,7.04
3124,1.5,1.0,29,960,1.0,0.9,1.2,2,0,0.7,1.0,39.1,82.5,0.2,1.2,0.0,6.9,33.0,98.0,180.0,0.5,0.0,0,0,0.5,41.0,84.1,6.94
3125,1.0,3.0,23,1113,0.6,0.3,0.6,9,0,1.1,2.1,22.4,74.9,0.1,0.4,0.1,6.89,24.0,101.0,544.0,0.7,0.2,4,1,0.6,21.7,75.4,7.02
3126,0.0,2.0,27,2397,2.7,1.5,0.8,1,0,1.0,1.0,60.2,87.7,0.0,3.3,0.1,6.92,26.0,113.0,340.0,3.0,1.8,0,0,0.5,51.3,87.8,6.56
3127,1.5,1.0,30,2191,2.0,1.1,1.0,1,2,0.2,0.7,72.6,86.9,0.3,1.5,0.1,6.92,33.0,98.0,964.0,2.4,1.0,0,0,0.5,60.9,82.7,7.08
3128,0.0,0.0,23,2845,0.8,1.1,0.1,1,0,0.1,0.3,84.8,93.2,0.0,3.4,0.0,6.91,35.0,125.0,970.0,1.3,1.5,0,0,0.3,82.1,94.4,6.99
3129,0.0,0.0,35,1938,0.9,1.4,0.2,2,0,0.1,0.3,84.3,93.0,0.0,5.0,0.0,6.91,33.0,98.0,567.0,0.8,1.0,0,0,0.0,44.0,91.5,6.76
3130,0.0,0.0,28,693,1.4,0.7,0.3,1,2,0.1,0.3,54.6,87.7,0.0,1.4,0.1,6.96,24.0,101.0,174.0,2.0,0.0,0,0,0.0,64.0,84.4,6.56
3131,1.0,1.0,20,2367,1.7,0.5,1.3,1,2,0.7,0.8,53.0,88.4,1.1,2.3,0.0,6.94,33.0,98.0,567.0,2.2,0.4,0,1,0.7,29.0,85.5,6.87
3132,0.0,0.5,23,2128,1.6,0.9,0.5,4,1,0.5,1.3,40.6,87.0,0.1,2.1,0.0,6.93,26.0,113.0,342.0,2.2,1.0,0,0,1.0,34.8,83.9,6.91
3133,2.0,1.0,23,2290,1.6,0.9,1.1,3,5,0.7,1.3,54.4,82.0,1.0,1.9,0.0,7.0,33.0,98.0,775.0,1.1,1.5,1,0,0.9,41.2,74.3,6.87
3134,2.0,1.0,27,692,1.6,1.8,1.3,0,2,0.6,0.6,50.9,84.7,1.3,1.6,0.1,6.97,26.0,113.0,293.0,1.8,0.3,0,0,2.5,27.0,74.1,6.58
3135,1.5,1.0,24,2657,1.4,0.6,2.3,1,5,0.7,0.8,50.3,85.0,1.8,0.9,0.0,7.03,26.0,113.0,331.0,1.8,2.0,0,1,1.5,57.8,81.8,7.16
3136,1.0,0.0,27,1710,1.6,0.9,0.2,1,0,0.1,0.5,80.2,89.4,0.1,4.0,0.0,7.02,33.0,98.0,922.0,0.5,0.5,0,1,0.2,56.8,87.0,6.95
3137,2.0,1.0,21,3033,1.6,1.4,2.1,2,7,0.6,0.9,66.1,79.4,1.9,4.2,0.1,7.02,24.0,101.0,712.0,1.3,1.5,0,2,2.3,63.8,72.5,6.9
3138,1.0,0.0,25,2025,0.7,1.2,0.2,5,0,0.2,0.3,74.0,90.9,0.0,3.8,0.0,7.07,33.0,98.0,450.0,0.6,0.4,0,0,0.0,75.4,87.3,7.14
3139,1.0,3.0,27,3082,0.5,0.0,1.5,22,5,2.2,3.1,34.1,83.7,0.2,0.6,0.1,7.07,24.0,101.0,780.0,0.6,0.5,6,1,0.8,24.7,75.7,7.1
3140,1.0,2.0,27,1896,1.4,1.0,1.0,3,3,1.9,2.1,51.3,83.0,0.1,3.7,0.1,7.06,26.0,113.0,178.0,0.6,0.6,0,2,1.0,21.4,82.2,6.72
3141,0.0,0.0,27,3048,0.9,1.8,0.2,2,1,0.2,0.3,65.5,87.3,0.0,4.5,0.0,7.04,26.0,113.0,450.0,0.8,1.0,0,0,0.4,67.4,87.5,6.67
3142,1.0,0.0,26,1934,1.0,0.8,0.1,4,0,0.1,0.2,78.5,93.3,0.0,2.8,0.0,7.03,35.0,125.0,796.0,0.7,0.8,0,0,0.2,61.3,94.2,6.75
3143,2.0,3.0,23,2060,0.6,0.5,1.1,9,4,1.3,2.0,25.2,85.0,0.1,0.4,0.0,7.11,35.0,125.0,268.0,0.4,0.3,2,0,0.4,13.9,81.4,6.69
3144,1.0,3.0,28,2852,0.9,0.3,1.2,9,7,1.3,2.2,36.1,80.7,0.0,0.6,0.1,7.11,24.0,101.0,327.0,0.3,0.2,0,0,0.7,17.3,76.3,6.38
3145,1.0,3.0,25,2071,1.0,0.7,1.0,2,6,0.9,1.3,52.8,91.8,0.1,1.9,0.0,7.07,35.0,125.0,930.0,0.9,0.3,1,2,1.1,39.9,87.5,6.74
3146,0.0,1.0,23,2749,2.1,1.1,1.0,2,2,0.6,0.7,81.9,91.3,0.1,4.6,0.0,7.17,35.0,125.0,785.0,1.1,0.9,0,0,0.4,83.7,91.6,7.02
3147,2.0,1.0,22,3060,2.6,1.8,0.9,2,4,0.6,1.0,53.1,84.9,0.4,0.8,0.0,7.15,26.0,113.0,473.0,2.3,1.5,0,1,0.5,36.5,79.0,6.81
3148,1.0,3.0,20,1614,0.8,0.4,1.3,9,5,0.5,1.7,27.2,88.2,0.5,0.3,0.0,7.14,35.0,125.0,1066.0,1.2,0.7,3,3,1.4,42.8,87.2,7.49
3149,1.0,3.0,22,2928,0.5,0.2,1.2,11,9,1.4,2.1,32.1,82.1,0.2,0.9,0.0,7.13,26.0,113.0,416.0,0.2,0.0,6,0,0.8,23.3,79.3,7.69
3150,0.0,2.0,29,1858,2.5,1.3,1.3,1,0,0.8,1.0,71.7,89.6,0.0,5.0,0.1,7.12,24.0,101.0,223.0,2.5,0.8,0,0,0.8,44.0,89.2,6.89
3151,0.0,0.0,23,1456,1.3,1.2,0.4,1,1,0.2,0.5,65.7,84.2,0.0,2.6,0.0,7.29,24.0,101.0,270.0,1.7,2.0,0,0,0.0,60.7,83.0,7.05
3152,0.0,2.0,29,2031,0.9,0.7,1.5,13,2,0.5,1.1,61.2,91.7,0.3,1.6,0.0,7.29,35.0,125.0,978.0,1.3,0.9,3,1,1.0,76.5,92.0,7.19
3153,1.0,3.0,25,2537,0.7,0.5,1.3,10,7,2.7,2.0,35.9,86.2,0.0,0.3,0.0,7.22,35.0,125.0,649.0,0.5,0.3,1,2,0.6,21.5,84.4,6.69
3154,1.0,3.0,28,2001,1.4,0.4,3.2,6,12,1.3,1.8,50.6,81.7,1.6,2.6,0.2,7.65,35.0,125.0,669.0,1.1,0.3,3,4,1.9,52.9,84.2,7.55
3155,1.0,2.0,25,3110,1.5,0.7,2.6,18,12,1.0,1.5,57.1,78.3,1.1,3.8,0.2,7.43,26.0,113.0,439.0,1.5,0.7,4,1,2.5,48.7,74.0,7.49
