,Player,Player.1,Mins,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,Rating,Goals,Assists,SpG,KeyP,Fouled,Off,Disp,UnsTch,AvgP,PS%,Crosses,LongB,ThrB,C_Player,C_Mins,C_Tackles,C_Inter,C_Goals,C_Assists,C_KeyP,C_AvgP,C_PS%,C_Rating,Name,Club,Age,uefa_club,Position,CurrentPts,Pts,posX,posY
22,"200FernandoMan City, 34, DMC","Fernando Man City, 34, DMC",1881,1.4,1.6,1.1,0.2,1.8,1.5,0.4,6.89,2,2,0.4,0.5,0.4,0,0.7,0.3,47.6,91.1,0.1,2.0,0,"Fernando Man City, 34, DMC",421.0,1.6,2.8,0,0,0.4,61.2,92.2,6.81,Fernando,Man City,26,MC  Manchester City FC  Man. City,DMC,15.000,71.0,0.0,1.0
23,"175Adam LallanaLiverpool, 34, M(CLR)","Adam Lallana Liverpool, 34, M(CLR)",1792,1.7,0.4,0.9,0,0.6,1.0,0.1,6.93,5,3,1.4,1.2,1.5,0.1,1.7,1.5,27.5,82.5,0.4,0.6,0.1,"Adam Lallana Liverpool, 34, M(CLR)",222.0,2.8,0.5,0,0,0.8,27.3,83.5,6.57,Adam Lallana,Liverpool,26,LIV  Liverpool FC  Liverpool,M(CLR),10.000,31.0,1.0,2.0
24,"164Steven GerrardLiverpool, 42, M(C)","Steven Gerrard Liverpool, 42, M(C)",2238,1.7,0.8,0.4,0,1.8,1.0,0.3,6.95,9,1,1.9,1.8,0.8,0,0.7,0.5,52.8,85.0,1,5.3,0.1,"Steven Gerrard Liverpool, 42, M(C)",471.0,1.8,1.5,2,0,0.8,57.5,86.1,7.1,Steven Gerrard,Liverpool,34,LIV  Liverpool FC  Liverpool,M(C),10.000,31.0,0.0,2.0
25,"168Samir NasriMan City, 34, M(CLR)","Samir Nasri Man City, 34, M(CLR)",1580,0.9,0.3,0.5,0,0.1,0.7,0,6.94,2,6,1.4,2.2,0.3,0.4,2.3,0.5,51.2,90.2,0.8,0.6,0.1,"Samir Nasri Man City, 34, M(CLR)",390.0,0.8,0.5,1,1,1.2,39.7,88.7,6.63,Samir Nasri,Man City,26,MC  Manchester City FC  Man. City,M(CLR),15.000,71.0,1.0,2.0
26,"158Lucas LeivaLiverpool, 35, D(C),M(C)","Lucas Leiva Liverpool, 35, D(C),M(C)",1315,3.9,1.6,1.4,0,2.3,1.5,0.3,6.97,0,0,0.6,0.4,0.5,0.1,0.5,0.7,52.5,87.2,0,2.1,0,"Lucas Leiva Liverpool, 35, D(C),M(C)",255.0,3.0,2.0,0,0,0.5,60.0,88.8,6.8,Lucas Leiva,Liverpool,27,LIV  Liverpool FC  Liverpool,"D(C),M(C)",10.000,31.0,0.0,1.0
27,"159Gary CahillChelsea, 36, D(C)","Gary Cahill Chelsea, 36, D(C)",2985,1,0.8,0.6,1,6.1,0.3,0.8,6.96,1,0,0.6,0.1,0.5,0,0.1,0.2,36.6,86.5,0,2.0,0,"Gary Cahill Chelsea, 36, D(C)",570.0,0.3,0.8,1,2,0.3,50.8,89.5,7.09,Gary Cahill,Chelsea,28,CHE  Chelsea FC  Chelsea,D(C),21.000,126.0,0.0,0.0
28,"146Dejan LovrenLiverpool, 32, D(C)","Dejan Lovren Liverpool, 32, D(C)",2036,2.0,1.8,0.7,0.5,7.8,0.7,0.2,6.98,0,0,0.7,0.1,0.6,0,0.2,0.1,53.5,85.2,0,2.8,0,"Dejan Lovren Liverpool, 32, D(C)",360.0,1.8,3.5,0,0,0.3,46.5,84.4,7.06,Dejan Lovren,Liverpool,24,LIV  Liverpool FC  Liverpool,D(C),10.000,31.0,0.0,0.0
29,"147Jesús NavasMan City, 36, D(R),M(R)","Jesús Navas Man City, 36, D(R),M(R)",2248,1.0,0.5,0.6,0,0.2,0.9,0,6.98,0,8,1.3,2.3,0.8,0.2,0.9,0.8,38.2,85.4,1.7,0.7,0.1,"Jesús Navas Man City, 36, D(R),M(R)",400.0,0.9,0.9,0,0,1.1,36.0,88.1,6.55,Jesús Navas,Man City,28,MC  Manchester City FC  Man. City,"D(R),M(R)",15.000,71.0,2.0,1.0
30,"137Calum ChambersArsenal, 27, D(CR),DMC","Calum Chambers Arsenal, 27, D(CR),DMC",1571,2.1,2,1.1,0.3,3.4,1.2,0.2,7.0,1,1,0.3,0.5,0.7,0,0.6,0.7,38.4,82.8,0.4,1.3,0,"Calum Chambers Arsenal, 27, D(CR),DMC",450.0,1.8,3.4,0,1,0.6,45.0,83.6,7.34,Calum Chambers,Arsenal,19,ARS  Arsenal FC  Arsenal,"D(CR),DMC",20.000,94.0,0.5,0.5
31,"121John TerryChelsea, 41, D(C)","John Terry Chelsea, 41, D(C)",3420,1.1,0.9,0.3,0.6,5.7,0.3,0.8,7.03,5,0,0.5,0.2,0.5,0,0,0.1,42.3,89.6,0,1.6,0,"John Terry Chelsea, 41, D(C)",660.0,0.4,0.7,2,2,0.6,55.4,93.0,7.2,John Terry,Chelsea,33,CHE  Chelsea FC  Chelsea,D(C),21.000,126.0,0.0,0.0
32,"125Martín DemichelisMan City, 41, D(C)","Martín Demichelis Man City, 41, D(C)",2559,2.0,2.4,1.1,0.8,5.5,1.1,0.3,7.02,1,0,0.3,0.2,0.3,0,0.2,0.2,44.4,87.2,0,1.6,0,"Martín Demichelis Man City, 41, D(C)",541.0,1.1,2,0,0,0.3,39.6,90.6,6.81,Martín Demichelis,Man City,33,MC  Manchester City FC  Man. City,D(C),15.000,71.0,0.0,0.0
33,"126James MilnerMan City, 36, D(LR),M(CLR)","James Milner Man City, 36, D(LR),M(CLR)",1744,1.7,0.7,0.9,0,0.4,1.2,0.1,7.02,5,7,1.2,1.6,0.8,0.2,1.6,0.8,31.5,79.5,0.8,1.0,0.1,"James Milner Man City, 36, D(LR),M(CLR)",590.0,2.0,0.3,1,0,1.1,37.4,78.9,6.6,James Milner,Man City,28,MC  Manchester City FC  Man. City,"D(LR),M(CLR)",15.000,71.0,1.5,1.0
34,"129WillianChelsea, 33, AM(CLR)","Willian Chelsea, 33, AM(CLR)",2418,1.0,0.4,0.8,0,0.2,1.0,0,7.02,2,3,1.5,1.4,1.5,0.1,1,1.2,38.0,85.1,0.7,2.4,0,"Willian Chelsea, 33, AM(CLR)",486.0,1.7,0.4,1,1,2.0,35.9,88.4,7.28,Willian,Chelsea,25,CHE  Chelsea FC  Chelsea,AM(CLR),21.000,126.0,1.0,2.5
35,"111Kieran GibbsArsenal, 32, D(L),M(L)","Kieran Gibbs Arsenal, 32, D(L),M(L)",1658,2.0,2.5,0.8,0.1,2.8,0.5,0.1,7.06,0,3,0.5,0.7,0.3,0,0.4,0.8,40.5,81.7,0.6,1.0,0,"Kieran Gibbs Arsenal, 32, D(L),M(L)",547.0,3.4,3.6,1,0,0.7,42.1,79.3,7.33,Kieran Gibbs,Arsenal,24,ARS  Arsenal FC  Arsenal,"D(L),M(L)",20.000,94.0,2.0,1.0
36,"113Mamadou SakhoLiverpool, 32, D(C)","Mamadou Sakho Liverpool, 32, D(C)",1418,1.9,1.6,0.5,0.5,6.0,0.4,0.3,7.05,0,0,0.1,0.3,0.3,0,0.5,0.5,56.9,89.5,0,2.4,0,"Mamadou Sakho Liverpool, 32, D(C)",90.0,1.0,0,0,0,0,66.0,97.0,6.73,Mamadou Sakho,Liverpool,24,LIV  Liverpool FC  Liverpool,D(C),10.000,31.0,0.0,0.0
37,"115Emre CanLiverpool, 28, D(CLR),DMC","Emre Can Liverpool, 28, D(CLR),DMC",2067,2.9,1.4,1.1,0.3,2.9,0.9,0.2,7.05,1,0,0.6,0.4,0.7,0,0.7,0.6,47.4,83.2,0.1,2.7,0,"Emre Can Liverpool, 28, D(CLR),DMC",98.0,2,0,0,0,0,40.5,87.7,6.34,Emre Can,Liverpool,20,LIV  Liverpool FC  Liverpool,"D(CLR),DMC",10.000,31.0,0.5,0.5
38,"105Per MertesackerArsenal, 37, D(C)","Per Mertesacker Arsenal, 37, D(C)",3150,0.8,2.1,0.2,0.8,5.5,0.3,0.6,7.07,0,1,0.4,0.1,0.4,0,0,0.2,50.8,89.3,0,1.7,0,"Per Mertesacker Arsenal, 37, D(C)",720.0,1.8,1.8,0,0,0,57.3,94.3,7.01,Per Mertesacker,Arsenal,29,ARS  Arsenal FC  Arsenal,D(C),20.000,94.0,0.0,0.0
39,"107Eliaquim MangalaMan City, 31, D(C)","Eliaquim Mangala Man City, 31, D(C)",2189,1.7,1.6,0.8,0.9,5.9,0.8,0.5,7.07,0,2,0.6,0.2,0.3,0,0.6,0.4,36.5,88.6,0,1.3,0,"Eliaquim Mangala Man City, 31, D(C)",270.0,1.7,2.0,0,0,0.3,43.3,89.2,6.95,Eliaquim Mangala,Man City,23,MC  Manchester City FC  Man. City,D(C),15.000,71.0,0.0,0.0
40,"100Aaron RamseyArsenal, 31, M(CLR)","Aaron Ramsey Arsenal, 31, M(CLR)",2010,2,1.1,0.8,0,0.8,1.6,0.1,7.07,6,6,2.2,1.6,1.0,0.2,1.2,1.5,56.6,86.0,0.1,2.0,0.2,"Aaron Ramsey Arsenal, 31, M(CLR)",405.0,2.5,1.0,3,1,1.7,54.2,86.5,7.49,Aaron Ramsey,Arsenal,23,ARS  Arsenal FC  Arsenal,M(CLR),20.000,94.0,1.0,2.0
41,"90Bacary SagnaMan City, 39, D(CR)","Bacary Sagna Man City, 39, D(CR)",740,2.2,0.7,0.6,0.1,4.0,0.6,0.4,7.09,0,0,0.1,1.0,0.4,0,0.7,0.7,51.3,82.7,0.3,1.8,0.1,"Bacary Sagna Man City, 39, D(CR)",260.0,1.5,1.5,0,0,0,35.8,81.1,6.62,Bacary Sagna,Man City,31,MC  Manchester City FC  Man. City,D(CR),15.000,71.0,1.0,0.0
42,"73Alex Oxlade ChamberlainArsenal, 28, M(CLR)","Alex Oxlade Chamberlain Arsenal, 28, M(CLR)",1495,1.1,1.1,0.6,0,0.3,0.6,0.1,7.15,1,1,1.4,1.5,0.5,0,1.2,1.6,30.8,81.4,0.8,1.2,0.1,"Alex Oxlade Chamberlain Arsenal, 28, M(CLR)",395.0,1.1,0.4,2,2,0.7,29.0,85.2,7.53,Alex Oxlade Chamberlain,Arsenal,20,ARS  Arsenal FC  Arsenal,M(CLR),20.000,94.0,1.0,2.0
43,"74Jordan HendersonLiverpool, 31, D(C),M(CLR)","Jordan Henderson Liverpool, 31, D(C),M(CLR)",3256,2.3,0.8,0.9,0,1.7,0.8,0.2,7.14,6,9,1.4,1.8,0.6,0.1,0.9,0.8,59.0,82.4,0.8,3.1,0.2,"Jordan Henderson Liverpool, 31, D(C),M(CLR)",427.0,1.8,0.8,1,0,1,55.4,83.8,6.81,Jordan Henderson,Liverpool,23,LIV  Liverpool FC  Liverpool,"D(C),M(CLR)",10.000,31.0,0.5,1.0
44,"63Danny WelbeckArsenal, 31, AM(CLR),FW","Danny Welbeck Arsenal, 31, AM(CLR),FW",1667,1.3,1.1,0.6,0,0.4,0.3,0.1,7.18,4,3,2.3,1.2,0.6,0.3,1.4,1.8,21.0,81.9,0,0.1,0.1,"Danny Welbeck Arsenal, 31, AM(CLR),FW",499.0,0.5,0.7,3,0,0.5,24.2,86.2,7.23,Danny Welbeck,Arsenal,23,ARS  Arsenal FC  Arsenal,"AM(CLR),FW",20.000,94.0,1.0,3.0
45,"64Héctor BellerínArsenal, 27, D(R),M(R)","Héctor Bellerín Arsenal, 27, D(R),M(R)",1562,2.0,2.1,0.8,0.1,2.2,0.8,0.3,7.18,2,1,0.3,0.6,0.2,0.1,1.1,0.8,37.4,83.7,0.5,0.9,0,"Héctor Bellerín Arsenal, 27, D(R),M(R)",360.0,3.5,2.8,0,0,0.5,39.5,77.8,7.11,Héctor Bellerín,Arsenal,19,ARS  Arsenal FC  Arsenal,"D(R),M(R)",20.000,94.0,2.0,1.0
46,"52Martin SkrtelLiverpool, 37, D(C)","Martin Skrtel Liverpool, 37, D(C)",2970,1.2,1.7,0.7,0.7,9.5,0.3,1.2,7.21,1,0,0.6,0.2,0.5,0.1,0.2,0.2,52.3,90.0,0,2.0,0,"Martin Skrtel Liverpool, 37, D(C)",450.0,0.6,2.6,0,0,0,47.0,92.3,6.41,Martin Skrtel,Liverpool,29,LIV  Liverpool FC  Liverpool,D(C),10.000,31.0,0.0,0.0
47,"54OscarChelsea, 30, M(CLR)","Oscar Chelsea, 30, M(CLR)",2038,1.9,0.5,1.3,0,1.1,1.3,0.1,7.2,6,8,2.6,1.3,0.8,0.1,1.5,1.1,46.1,82.6,0.2,1.6,0.1,"Oscar Chelsea, 30, M(CLR)",340.0,1.7,0.4,0,0,0.9,29.9,86.1,6.78,Oscar,Chelsea,22,CHE  Chelsea FC  Chelsea,M(CLR),21.000,126.0,1.0,2.0
48,"57FernandinhoMan City, 37, D(CR),DMC","Fernandinho Man City, 37, D(CR),DMC",2273,2.8,1.8,1.8,0.1,1.4,2.1,0.2,7.19,3,3,0.7,0.9,0.7,0,1.2,0.4,52.5,88.5,0.1,1.5,0.2,"Fernandinho Man City, 37, D(CR),DMC",425.0,3.9,2.0,0,0,0.3,33.0,87.4,6.96,Fernandinho,Man City,29,MC  Manchester City FC  Man. City,"D(CR),DMC",15.000,71.0,0.5,0.5
49,"41Mathieu DebuchyArsenal, 36, D(CR),M(R)","Mathieu Debuchy Arsenal, 36, D(CR),M(R)",808,2.6,1.7,1.5,0.2,5.1,0.7,0.6,7.24,1,0,0.8,0.2,1.0,0.4,0.4,1.2,36.9,79.7,0,1.7,0.1,"Mathieu Debuchy Arsenal, 36, D(CR),M(R)",77.0,3.0,6,0,0,0,40.0,90.0,8.11,Mathieu Debuchy,Arsenal,28,ARS  Arsenal FC  Arsenal,"D(CR),M(R)",20.000,94.0,1.5,1.0
50,"42César AzpilicuetaChelsea, 32, D(CLR),M(R)","César Azpilicueta Chelsea, 32, D(CLR),M(R)",2484,3.0,2.0,0.7,0.1,3.1,1.1,0.4,7.24,0,3,0.2,0.6,0.5,0,0.2,0.5,44.9,83.6,0.2,1.6,0,"César Azpilicueta Chelsea, 32, D(CLR),M(R)",390.0,3.3,2.5,0,0,0.3,54.8,88.6,7.46,César Azpilicueta,Chelsea,24,CHE  Chelsea FC  Chelsea,"D(CLR),M(R)",21.000,126.0,1.5,1.0
51,"45Olivier GiroudArsenal, 35, FW","Olivier Giroud Arsenal, 35, FW",1867,1.0,0.2,1.4,0,0.8,0.6,0.1,7.23,14,3,2.6,1.1,1.1,0.5,1.9,1.9,28.3,67.7,0.1,0.3,0.3,"Olivier Giroud Arsenal, 35, FW",150.0,0.5,0.5,1,0,0.5,21.5,55.8,6.74,Olivier Giroud,Arsenal,27,ARS  Arsenal FC  Arsenal,FW,20.000,94.0,0.0,4.0
52,"48Pablo ZabaletaMan City, 37, D(R),DMC,M(R)","Pablo Zabaleta Man City, 37, D(R),DMC,M(R)",2586,3.7,2.0,1.0,0.2,2.9,1.4,0.2,7.23,1,4,0.4,0.9,0.5,0,0.6,0.7,49.9,85.3,0.3,1.4,0,"Pablo Zabaleta Man City, 37, D(R),DMC,M(R)",472.0,2.5,1.8,1,0,0.5,45.0,80.7,6.92,Pablo Zabaleta,Man City,29,MC  Manchester City FC  Man. City,"D(R),DMC,M(R)",15.000,71.0,1.3333333333333333,1.0
53,"34Raheem SterlingLiverpool, 27, M(CLR),FW","Raheem Sterling Liverpool, 27, M(CLR),FW",3053,1.1,0.5,1.3,0,0.4,0.4,0.1,7.27,7,7,2.4,2.1,2.7,0.5,2.2,2.3,32.4,81.1,0.5,0.7,0,"Raheem Sterling Liverpool, 27, M(CLR),FW",463.0,0.8,0.8,0,1,0.8,30.2,78.5,6.92,Raheem Sterling,Liverpool,19,LIV  Liverpool FC  Liverpool,"M(CLR),FW",10.000,31.0,1.0,3.0
54,"40Branislav IvanovicChelsea, 38, D(CR)","Branislav Ivanovic Chelsea, 38, D(CR)",3420,2.3,1.0,1.1,0.1,3.6,0.4,0.1,7.25,4,5,1.2,0.9,0.7,0.1,0.6,0.6,39.5,81.2,0.4,1.5,0,"Branislav Ivanovic Chelsea, 38, D(CR)",660.0,1.9,1,1,0,0.9,47.9,86.0,7.18,Branislav Ivanovic,Chelsea,30,CHE  Chelsea FC  Chelsea,D(CR),21.000,126.0,1.0,0.0
55,"25Philippe CoutinhoLiverpool, 29, M(CLR)","Philippe Coutinho Liverpool, 29, M(CLR)",2801,1.7,0.5,0.7,0,0.4,1.7,0.1,7.34,5,5,2.9,1.7,1.4,0.2,1.7,2.1,45.7,80.2,0.6,1.8,0.4,"Philippe Coutinho Liverpool, 29, M(CLR)",237.0,1.0,0,0,0,2,32.0,83.8,6.6,Philippe Coutinho,Liverpool,21,LIV  Liverpool FC  Liverpool,M(CLR),10.000,31.0,1.0,2.0
